tk_pips,ls_pips,gain_rate
0.125,0.9,0.01756235369959768
0.125,0.9500000000000001,0.03013882570352572
0.13,0.0,0.012792260524084359
0.13,0.05,1.1081951833920917e-05
0.13,0.1,2.722442923307877e-06
0.13,0.15000000000000002,2.3174892044794123e-05
0.13,0.2,0.00015710484724525348
0.13,0.25,0.0012619502277489987
0.13,0.30000000000000004,0.0019418847447241203
0.13,0.35000000000000003,0.004694432701385459
0.13,0.4,0.004682492184559335
0.13,0.45,0.0061788938934386715
0.13,0.5,0.005975008064613711
0.13,0.55,0.025670303713657663
0.13,0.6000000000000001,0.01678593430519232
0.13,0.65,0.01620832158984594
0.13,0.7000000000000001,0.03710027627694934
0.13,0.75,0.038079221366016824
0.13,0.8,0.05025822339230547
0.13,0.8500000000000001,0.0295534353130835
0.13,0.9,0.023816082368770253
0.13,0.9500000000000001,0.03799552421075535
0.135,0.0,0.015834066850431667
0.135,0.05,1.5067511046573837e-05
0.135,0.1,3.936114008086452e-06
0.135,0.15000000000000002,6.257567751447458e-05
0.135,0.2,0.0002456892405271991
0.135,0.25,0.0018866255271819947
0.135,0.30000000000000004,0.0033155502574325267
0.135,0.35000000000000003,0.00476700859218814
0.135,0.4,0.005601458818216916
0.135,0.45,0.007997812411157315
0.135,0.5,0.008110141829445656
0.135,0.55,0.03251012248526098
0.135,0.6000000000000001,0.022771188123815164
0.135,0.65,0.021257969505998682
0.135,0.7000000000000001,0.03623067872300894
0.135,0.75,0.03699924729262588
0.135,0.8,0.04810854061424554
0.135,0.8500000000000001,0.032887389681126845
0.135,0.9,0.030740130651576738
0.135,0.9500000000000001,0.042833685445705295
0.14,0.0,0.01789245400583827
0.14,0.05,3.232080207182638e-05
0.14,0.1,5.651341940987051e-06
0.14,0.15000000000000002,0.00011737457566977268
0.14,0.2,0.0004562626861033894
0.14,0.25,0.003643755070142326
0.14,0.30000000000000004,0.003167890619119982
0.14,0.35000000000000003,0.005408446491975789
0.14,0.4,0.01235973623758206
0.14,0.45,0.012396650062304743
0.14,0.5,0.011346720387900612
0.14,0.55,0.036226392124442904
0.14,0.6000000000000001,0.028217012853567192
0.14,0.65,0.020946190195499162
0.14,0.7000000000000001,0.04303320196128966
0.14,0.75,0.04811036382706343
0.14,0.8,0.05030302426098166
0.14,0.8500000000000001,0.03974978540779928
0.14,0.9,0.036024973360256424
0.14,0.9500000000000001,0.049109238746061726
0.145,0.0,0.0174793151642952
0.145,0.05,2.6424757257490342e-05
0.145,0.1,6.337605245952881e-06
0.145,0.15000000000000002,9.550754730208968e-05
0.145,0.2,0.0005195074762623613
0.145,0.25,0.0032874316715547375
0.145,0.30000000000000004,0.0036607470543823036
0.145,0.35000000000000003,0.005627289244953606
0.145,0.4,0.009012171613461807
0.145,0.45,0.007613282500268778
0.145,0.5,0.01108946492719888
0.145,0.55,0.02927607054929774
0.145,0.6000000000000001,0.023230995462117918
0.145,0.65,0.01710897434352046
0.145,0.7000000000000001,0.04245545497360027
0.145,0.75,0.03867765057316688
0.145,0.8,0.03177248815285553
0.145,0.8500000000000001,0.031133320521383484
0.145,0.9,0.028061311166958845
0.145,0.9500000000000001,0.03866778735946831
0.15,0.0,0.019077992119234378
0.15,0.05,3.6195695070467e-05
0.15,0.1,8.518383924074693e-06
0.15,0.15000000000000002,0.00011240785953242341
0.15,0.2,0.0008437477455963396
0.15,0.25,0.006123375021892989
0.15,0.30000000000000004,0.007869071175415123
0.15,0.35000000000000003,0.009888808245080885
0.15,0.4,0.011451767984238272
0.15,0.45,0.009728511375157057
0.15,0.5,0.019304307302414926
0.15,0.55,0.04721862652128359
0.15,0.6000000000000001,0.04036446001424309
0.15,0.65,0.02681702417997723
0.15,0.7000000000000001,0.060896740558449416
0.15,0.75,0.047296269560591034
0.15,0.8,0.03474346786314358
0.15,0.8500000000000001,0.03882451314916444
0.15,0.9,0.03620307510153686
0.15,0.9500000000000001,0.05376479301388506
0.155,0.0,0.020663093133184852
0.155,0.05,4.9608775538857604e-05
0.155,0.1,1.7075649762221815e-05
0.155,0.15000000000000002,0.00026959872292237107
0.155,0.2,0.0014523169481209257
0.155,0.25,0.011089741068403231
0.155,0.30000000000000004,0.007880234170676546
0.155,0.35000000000000003,0.008643842401434605
0.155,0.4,0.009260605804322383
0.155,0.45,0.01039969926954042
0.155,0.5,0.015711153691733083
0.155,0.55,0.03296332196829322
0.155,0.6000000000000001,0.03093390681495034
0.155,0.65,0.025881767283203662
0.155,0.7000000000000001,0.04531677130889033
0.155,0.75,0.04013312051829661
0.155,0.8,0.040509569044604
0.155,0.8500000000000001,0.03495371895121356
0.155,0.9,0.04308433049856939
0.155,0.9500000000000001,0.061302721595057535
0.16,0.0,0.02263563924721292
0.16,0.05,6.050569980346386e-05
0.16,0.1,2.8917186853140637e-05
0.16,0.15000000000000002,0.00035874119674531
0.16,0.2,0.003064986052457093
0.16,0.25,0.014042631166706648
0.16,0.30000000000000004,0.010102883923705187
0.16,0.35000000000000003,0.013780075731458114
0.16,0.4,0.021265743926960182
0.16,0.45,0.023810655422511644
0.16,0.5,0.02220057153968009
0.16,0.55,0.04185508526007795
0.16,0.6000000000000001,0.05015650128308025
0.16,0.65,0.03238791163776012
0.16,0.7000000000000001,0.055816607853808625
0.16,0.75,0.06544189275082823
0.16,0.8,0.071531784955108
0.16,0.8500000000000001,0.04872023358343849
0.16,0.9,0.05546834817870023
0.16,0.9500000000000001,0.08085096126511615
0.165,0.0,0.02370941993416208
0.165,0.05,9.327954010674145e-05
0.165,0.1,4.2480781983937124e-05
0.165,0.15000000000000002,0.000506671048646866
0.165,0.2,0.005676404004167269
0.165,0.25,0.01516691819378184
0.165,0.30000000000000004,0.007989517568099652
0.165,0.35000000000000003,0.021056697537776045
0.165,0.4,0.03696126599935838
0.165,0.45,0.033631209774275014
0.165,0.5,0.0249820932528809
0.165,0.55,0.05249263524563899
0.165,0.6000000000000001,0.05552191862819751
0.165,0.65,0.02658547559346001
0.165,0.7000000000000001,0.049381859434127554
0.165,0.75,0.0763173033377097
0.165,0.8,0.07120304539796693
0.165,0.8500000000000001,0.05037163321527494
0.165,0.9,0.052434670303234836
0.165,0.9500000000000001,0.07172289762854674
0.17,0.0,0.02406594048780312
0.17,0.05,8.416191112941627e-05
0.17,0.1,5.912763600916446e-05
0.17,0.15000000000000002,0.0011230699525346596
0.17,0.2,0.007675116696282822
0.17,0.25,0.021649559665094412
0.17,0.30000000000000004,0.010532566000204123
0.17,0.35000000000000003,0.015584097122625148
0.17,0.4,0.03581717965162312
0.17,0.45,0.02711584929425283
0.17,0.5,0.03116765097835782
0.17,0.55,0.07923109307030012
0.17,0.6000000000000001,0.08727305721320888
0.17,0.65,0.027114075441732412
0.17,0.7000000000000001,0.06082992395439952
0.17,0.75,0.12238771247126694
0.17,0.8,0.0817064046949858
0.17,0.8500000000000001,0.06058283856366742
0.17,0.9,0.06650610764046327
0.17,0.9500000000000001,0.10120757184305344
0.17500000000000002,0.0,0.023168982935406115
0.17500000000000002,0.05,0.00011840313597525918
0.17500000000000002,0.1,3.408850961146922e-05
0.17500000000000002,0.15000000000000002,0.0007684946730105552
