date,time,open,high,low,close,volume,moving_60_ave,deviation_rate,rise_rate
2017.01.20,08:00,114.824,114.824,114.578,114.632,4800,114.11941666666667,1.0044916399707033,1
2017.01.20,09:00,114.632,114.847,114.56,114.792,6816,114.15493333333333,1.0055807195367232,1
2017.01.20,10:00,114.793,115.007,114.637,114.987,9352,114.19384999999998,1.006945645496671,1
2017.01.20,11:00,114.988,115.151,114.837,115.096,8861,114.23525,1.0075348896247,1
2017.01.20,12:00,115.099,115.296,115.035,115.181,7571,114.27491666666667,1.007928978289928,1
2017.01.20,13:00,115.181,115.386,115.14,115.252,6663,114.31426666666668,1.0082031172545391,0
2017.01.20,14:00,115.252,115.316,115.046,115.242,5672,114.35661666666667,1.0077423008754631,0
2017.01.20,15:00,115.24,115.255,114.894,114.919,8555,114.38933333333333,1.0046303851174936,0
2017.01.20,16:00,114.92,115.241,114.883,115.204,10755,114.42518333333334,1.0068063396883349,0
2017.01.20,17:00,115.206,115.214,114.797,115.033,11871,114.45836666666666,1.0050204572201071,0
2017.01.20,18:00,115.032,115.275,114.966,115.038,9703,114.49159999999999,1.0047724025168658,0
2017.01.20,19:00,115.042,115.199,114.593,114.882,20276,114.51783333333333,1.003179999621602,0
2017.01.20,20:00,114.885,114.988,114.732,114.739,9907,114.54208333333331,1.001719164353713,0
2017.01.20,21:00,114.737,114.774,114.209,114.302,12067,114.55834999999996,0.9977622757311017,0
2017.01.20,22:00,114.302,114.615,114.294,114.485,9695,114.57769999999998,0.9991909420419508,0
2017.01.20,23:00,114.485,114.648,114.485,114.529,2993,114.5993833333333,0.999385831482805,0
2017.01.23,00:00,114.279,114.423,114.272,114.39,1590,114.61606666666665,0.9980276180011994,0
2017.01.23,01:00,114.391,114.391,113.758,113.808,8934,114.62349999999999,0.9928854030805203,0
2017.01.23,02:00,113.81,113.959,113.725,113.893,9427,114.63011666666668,0.9935696072890675,0
2017.01.23,03:00,113.894,113.975,113.62,113.642,9120,114.6329,0.9913558847416404,0
2017.01.23,04:00,113.64,113.665,113.441,113.621,7851,114.63758333333334,0.9911321985009278,0
2017.01.23,05:00,113.622,113.653,113.485,113.62,5465,114.64386666666665,0.991069154448152,0
2017.01.23,06:00,113.619,113.752,113.548,113.745,4401,114.64989999999999,0.992107276151135,0
2017.01.23,07:00,113.744,113.761,113.334,113.34,7074,114.64881666666669,0.9885841240693135,0
2017.01.23,08:00,113.343,113.409,113.168,113.358,7948,114.64450000000001,0.9887783539550523,0
2017.01.23,09:00,113.361,113.542,113.198,113.482,8258,114.64266666666667,0.9898757879556186,0
2017.01.23,10:00,113.478,113.654,113.361,113.65,8593,114.63191666666667,0.9914341773633434,0
2017.01.23,11:00,113.649,113.727,113.58,113.632,6688,114.61543333333333,0.9914197128193615,0
2017.01.23,12:00,113.63,113.63,113.395,113.55,6103,114.59873333333331,0.9908486481235105,0
2017.01.23,13:00,113.552,113.785,113.55,113.672,5750,114.58141666666666,0.9920631399652504,0
2017.01.23,14:00,113.674,113.683,113.361,113.411,6089,114.55838333333331,0.9899842918523497,0
2017.01.23,15:00,113.412,113.647,113.308,113.38,8841,114.535,0.9899157462784302,0
2017.01.23,16:00,113.381,114.079,113.288,113.755,16476,114.52013333333333,0.9933187876134735,0
2017.01.23,17:00,113.753,113.753,112.951,112.977,15796,114.4929,0.9867598776867387,0
2017.01.23,18:00,112.978,113.233,112.752,112.889,13827,114.466,0.9862229832439328,0
2017.01.23,19:00,112.89,113.158,112.767,113.061,10247,114.4408,0.9879431111981043,0
2017.01.23,20:00,113.061,113.236,112.994,113.107,7002,114.41599999999998,0.9885592924066565,0
2017.01.23,21:00,113.105,113.124,112.896,112.995,6512,114.38543333333334,0.987844314675266,0
2017.01.23,22:00,112.997,113.151,112.943,113.14,4760,114.36058333333334,0.9893268878335848,0
2017.01.23,23:00,113.14,113.14,112.681,112.701,5052,114.32981666666667,0.9857533518888116,0
2017.01.24,00:00,112.693,112.777,112.53,112.556,3661,114.29453333333332,0.9847890071149511,1
2017.01.24,01:00,112.558,112.815,112.522,112.786,6557,114.26488333333334,0.9870574117769924,1
2017.01.24,02:00,112.784,112.933,112.742,112.778,8160,114.23516666666666,0.9872441498604488,1
2017.01.24,03:00,112.777,113.132,112.777,112.953,9579,114.20191666666668,0.9890639605435694,1
2017.01.24,04:00,112.953,112.98,112.765,112.795,6019,114.15705000000003,0.988068630014528,1
2017.01.24,05:00,112.795,112.862,112.553,112.721,8292,114.11370000000004,0.9877955057105323,1
2017.01.24,06:00,112.723,113.053,112.691,112.984,6954,114.07495000000002,0.9904365507063556,1
2017.01.24,07:00,112.984,113.028,112.777,112.894,6251,114.03310000000002,0.9900107951112439,1
2017.01.24,08:00,112.893,113.219,112.848,113.157,6939,113.99768333333336,0.9926254349320839,1
2017.01.24,09:00,113.156,113.437,112.992,113.358,7683,113.97383333333336,0.994596712988215,1
2017.01.24,10:00,113.361,113.383,113.215,113.23,8142,113.94751666666666,0.9937030951822704,1
2017.01.24,11:00,113.227,113.401,113.181,113.235,7830,113.92041666666667,0.993983372895552,1
2017.01.24,12:00,113.235,113.468,113.219,113.447,5738,113.89384999999999,0.9960766099310895,1
2017.01.24,13:00,113.447,113.477,113.255,113.278,6018,113.86616666666667,0.9948345791916534,1
2017.01.24,14:00,113.279,113.411,113.246,113.383,6071,113.83760000000001,0.9960065918466305,1
2017.01.24,15:00,113.383,113.454,113.163,113.312,7357,113.81473333333334,0.9955828800137767,1
2017.01.24,16:00,113.307,113.323,113.056,113.115,10118,113.78768333333332,0.9940882588200451,1
2017.01.24,17:00,113.117,113.371,112.899,113.3,11336,113.76601666666667,0.9959037269624013,1
2017.01.24,18:00,113.3,113.633,113.215,113.623,10094,113.74766666666666,0.9989040068221181,1
2017.01.24,19:00,113.624,113.66,113.486,113.555,5811,113.72653333333332,0.9984917034898922,1
2017.01.24,20:00,113.554,113.799,113.554,113.732,6347,113.71153333333334,1.000179987606065,1
2017.01.24,21:00,113.733,113.89,113.733,113.847,5356,113.69578333333332,1.0013300112126704,1
2017.01.24,22:00,113.85,113.893,113.736,113.759,4264,113.67531666666667,1.0007361609871623,1
2017.01.24,23:00,113.761,113.823,113.754,113.755,2077,113.65296666666667,1.000897762164296,1
2017.01.25,00:00,113.777,113.884,113.751,113.861,1394,113.63096666666667,1.0020243894783376,1
2017.01.25,01:00,113.861,113.989,113.825,113.862,3909,113.6078,1.0022375224236364,0
2017.01.25,02:00,113.86,113.984,113.669,113.703,8760,113.58215,1.0010639876072076,0
2017.01.25,03:00,113.702,113.819,113.488,113.616,8043,113.56043333333335,1.000489313619503,0
2017.01.25,04:00,113.618,113.642,113.376,113.501,7071,113.53205000000001,0.9997265089461521,0
2017.01.25,05:00,113.502,113.59,113.424,113.542,4750,113.50720000000001,1.0003065884807307,0
2017.01.25,06:00,113.541,113.574,113.411,113.561,4791,113.48258333333335,1.000691001776337,0
2017.01.25,07:00,113.561,113.678,113.539,113.62,4647,113.46155,1.0013965083325584,0
2017.01.25,08:00,113.62,113.723,113.598,113.669,4146,113.44371666666666,1.001985859948465,0
2017.01.25,09:00,113.669,113.777,113.45,113.542,6890,113.43104999999998,1.0009781272411744,0
2017.01.25,10:00,113.542,113.691,113.494,113.664,9414,113.41736666666667,1.0021745640952693,0
2017.01.25,11:00,113.665,113.794,113.525,113.551,8612,113.40106666666667,1.001322150996816,0
2017.01.25,12:00,113.55,113.698,113.542,113.571,5017,113.38741666666668,1.0016190803065301,0
2017.01.25,13:00,113.571,113.654,113.494,113.535,4165,113.38286666666666,1.0013417665102842,0
2017.01.25,14:00,113.537,113.572,113.037,113.322,9405,113.37335000000002,0.999547071688364,0
2017.01.25,15:00,113.324,113.637,113.26,113.504,9218,113.37105,1.0011726979683087,0
2017.01.25,16:00,113.503,113.935,113.496,113.806,13126,113.37413333333333,1.003809216917204,0
2017.01.25,17:00,113.806,113.82,113.451,113.655,11044,113.37471666666666,1.0024721855240213,0
2017.01.25,18:00,113.656,113.865,113.508,113.602,10157,113.37233333333332,1.0020257734838307,0
2017.01.25,19:00,113.602,113.856,113.544,113.668,6307,113.37779999999998,1.0025595839749937,0
2017.01.25,20:00,113.666,113.823,113.618,113.764,6636,113.38456666666666,1.003346428393988,0
2017.01.25,21:00,113.766,113.883,113.564,113.596,4844,113.38646666666666,1.001847957163612,0
2017.01.25,22:00,113.597,113.67,113.188,113.206,5690,113.37906666666667,0.9984735571410596,0
2017.01.25,23:00,113.207,113.323,113.194,113.277,3828,113.37315000000002,0.9991519155990636,0
2017.01.26,00:00,113.276,113.351,113.226,113.333,2296,113.36953333333332,0.9996777499892682,0
2017.01.26,01:00,113.333,113.448,113.227,113.27,4311,113.36283333333334,0.999181095508963,0
2017.01.26,02:00,113.269,113.299,113.048,113.136,8503,113.35825000000001,0.9980394016315529,1
2017.01.26,03:00,113.134,113.292,113.098,113.228,6702,113.35571666666668,0.9988733107564196,1
2017.01.26,04:00,113.227,113.458,113.216,113.351,7185,113.34898333333334,1.000017791660828,1
2017.01.26,05:00,113.351,113.405,113.272,113.359,4678,113.35535000000002,1.0000321996271018,1
2017.01.26,06:00,113.36,113.436,113.269,113.271,3692,113.36171666666668,0.9991997592367675,1
2017.01.26,07:00,113.272,113.413,113.232,113.331,4443,113.36621666666666,0.9996893548386624,1
2017.01.26,08:00,113.329,113.684,113.328,113.595,5596,113.37435000000002,1.0019462074093477,1
2017.01.26,09:00,113.596,113.808,113.539,113.765,7021,113.38718333333334,1.0033320932362872,1
2017.01.26,10:00,113.765,113.794,113.651,113.673,8041,113.39606666666667,1.0024421775946373,1
2017.01.26,11:00,113.675,114.22,113.61,114.159,8481,113.42036666666668,1.0065123518380443,1
2017.01.26,12:00,114.16,114.388,114.101,114.294,7493,113.44933333333331,1.007445320671783,1
2017.01.26,13:00,114.294,114.307,114.143,114.249,5470,113.47371666666666,1.0068322723191552,1
2017.01.26,14:00,114.247,114.417,114.21,114.403,7259,113.5008,1.0079488426513294,1
2017.01.26,15:00,114.402,114.47,114.077,114.242,9970,113.52228333333333,1.0063398713057363,1
2017.01.26,16:00,114.242,114.331,114.123,114.271,10720,113.54688333333333,1.006377248282024,1
2017.01.26,17:00,114.271,114.773,114.177,114.734,13484,113.58043333333333,1.0101563855041933,1
2017.01.26,18:00,114.734,114.858,114.634,114.695,7800,113.60895000000001,1.0095595461449118,1
2017.01.26,19:00,114.696,114.739,114.57,114.616,4904,113.63764999999998,1.00860938254179,1
2017.01.26,20:00,114.619,114.621,114.26,114.348,6688,113.65750000000001,1.00607526999978,1
2017.01.26,21:00,114.349,114.433,114.317,114.351,3732,113.67404999999998,1.0059551850224393,1
2017.01.26,22:00,114.352,114.639,114.352,114.476,5060,113.69481666666665,1.0068708790447645,1
2017.01.26,23:00,114.477,114.722,114.437,114.514,3757,113.71613333333332,1.0070163014101783,1
2017.01.27,00:00,114.544,114.627,114.464,114.544,1931,113.73441666666666,1.007118191283348,1
2017.01.27,01:00,114.537,114.65,114.417,114.425,4878,113.75353333333332,1.0059028203079994,1
2017.01.27,02:00,114.425,114.658,114.391,114.658,7824,113.77478333333333,1.007762850789872,1
2017.01.27,03:00,114.657,115.035,114.567,114.874,9972,113.80081666666666,1.009430365833637,1
2017.01.27,04:00,114.873,114.955,114.817,114.885,5967,113.83031666666668,1.0092653992733922,1
2017.01.27,05:00,114.884,115.041,114.862,114.973,4549,113.8582,1.0097911261551649,1
2017.01.27,06:00,114.971,115.009,114.865,114.918,3488,113.87978333333332,1.0091167776779812,1
2017.01.27,07:00,114.921,115.063,114.9,115.041,5347,113.90455,1.0099772133773408,1
2017.01.27,08:00,115.043,115.206,115.033,115.179,5870,113.92866666666667,1.0109747034694223,1
2017.01.27,09:00,115.18,115.306,115.117,115.214,6625,113.95145000000001,1.011079718599456,1
2017.01.27,10:00,115.214,115.289,115.06,115.245,7942,113.97621666666667,1.011132000784374,0
2017.01.27,11:00,115.249,115.269,114.916,114.978,6534,113.9966,1.0086090286903293,0
2017.01.27,12:00,114.978,115.105,114.903,115.074,5644,114.01681666666666,1.0092721702310288,0
2017.01.27,13:00,115.076,115.103,114.942,115.07,3994,114.03694999999999,1.0090589059072521,0
2017.01.27,14:00,115.069,115.239,115.05,115.191,4942,114.06174999999999,1.0099003390707229,0
2017.01.27,15:00,115.191,115.375,114.74,115.176,12059,114.08774999999999,1.0095387103348081,0
2017.01.27,16:00,115.174,115.174,114.866,115.092,13648,114.11426666666667,1.0085680201248572,0
2017.01.27,17:00,115.092,115.223,114.898,115.059,9932,114.13955,1.0080554899682013,0
2017.01.27,18:00,115.061,115.18,114.976,115.154,8711,114.1661,1.00865318163623,0
2017.01.27,19:00,115.154,115.275,115.115,115.223,4152,114.19281666666666,1.0090214372795487,0
2017.01.27,20:00,115.221,115.257,115.124,115.137,3456,114.21728333333333,1.0080523423410672,0
2017.01.27,21:00,115.137,115.138,115.038,115.046,2890,114.24235,1.0070346066935774,0
2017.01.27,22:00,115.051,115.164,115.051,115.137,2771,114.26689999999999,1.0076146285582264,0
2017.01.27,23:00,115.135,115.142,114.986,115.029,2161,114.29153333333333,1.0064525047932975,0
2017.01.30,00:00,114.731,114.913,114.731,114.88,2064,114.31335,1.0049569888381364,0
2017.01.30,01:00,114.879,114.951,114.573,114.653,6987,114.33198333333334,1.0028077591003626,0
2017.01.30,02:00,114.656,114.757,114.582,114.667,8774,114.35440000000001,1.0027336071021316,0
2017.01.30,03:00,114.667,114.667,114.355,114.401,8432,114.36935,1.000276734981881,0
2017.01.30,04:00,114.4,114.461,114.328,114.341,4779,114.37826666666668,0.9996741805261371,0
2017.01.30,05:00,114.34,114.432,114.264,114.415,4381,114.39093333333334,1.0002103896346097,0
2017.01.30,06:00,114.414,114.539,114.38,114.496,3854,114.40583333333333,1.0007881299758898,0
2017.01.30,07:00,114.495,114.586,114.41,114.581,4310,114.42105000000001,1.0013979071158672,0
2017.01.30,08:00,114.58,114.661,114.517,114.581,3713,114.43466666666667,1.0012787500291287,0
2017.01.30,09:00,114.583,114.757,114.582,114.694,5721,114.45296666666668,1.0021059596824196,0
2017.01.30,10:00,114.694,114.937,114.694,114.807,8238,114.47965,1.0028594601747995,0
2017.01.30,11:00,114.806,114.835,114.635,114.68,5421,114.50303333333335,1.0015455194636764,0
2017.01.30,12:00,114.682,114.742,114.511,114.588,4881,114.52395,1.0005592716632634,0
2017.01.30,13:00,114.588,114.745,114.588,114.683,5174,114.5475,1.0011829153844476,0
2017.01.30,14:00,114.684,114.778,114.587,114.609,7759,114.57204999999999,1.000322504485169,0
2017.01.30,15:00,114.61,114.643,114.351,114.494,10629,114.59315,0.9991347650361301,0
2017.01.30,16:00,114.494,114.503,114.174,114.278,10270,114.60860000000001,0.9971153997169496,0
2017.01.30,17:00,114.277,114.337,113.735,113.854,13792,114.61685000000001,0.9933443468390554,0
2017.01.30,18:00,113.853,113.927,113.658,113.86,9606,114.62666666666665,0.9933116203326743,0
2017.01.30,19:00,113.86,113.86,113.449,113.599,7119,114.63113333333334,0.9909960470308532,0
2017.01.30,20:00,113.599,113.732,113.571,113.619,4666,114.63153333333334,0.9911670610704558,0
2017.01.30,21:00,113.619,113.797,113.605,113.674,4337,114.63001666666666,0.9916599796940913,0
2017.01.30,22:00,113.674,113.746,113.534,113.715,4334,114.63071666666666,0.9920115943327,0
2017.01.30,23:00,113.711,113.823,113.695,113.765,2521,114.62415,0.9925046336221468,0
2017.01.31,00:00,113.765,113.794,113.684,113.736,1538,114.61485,0.9923321454418864,0
2017.01.31,01:00,113.736,113.841,113.648,113.682,4761,114.6054,0.9919427880361659,0
2017.01.31,02:00,113.682,113.801,113.581,113.768,8842,114.59481666666667,0.9927848685419017,0
2017.01.31,03:00,113.767,113.831,113.63,113.701,7155,114.5858,0.9922782753185821,0
2017.01.31,04:00,113.7,113.731,113.456,113.511,9596,114.57313333333335,0.9907296474973479,0
2017.01.31,05:00,113.515,113.725,113.239,113.52,11357,114.55290000000004,0.9909832051392846,0
2017.01.31,06:00,113.52,113.641,113.38,113.555,6134,114.53390000000003,0.9914531854760903,0
2017.01.31,07:00,113.555,113.569,113.411,113.482,4578,114.51500000000003,0.9909793476837093,0
2017.01.31,08:00,113.481,113.595,113.348,113.562,5077,114.50190000000002,0.9917914025880791,0
2017.01.31,09:00,113.561,113.742,113.497,113.52,7295,114.48805000000002,0.9915445323769597,0
2017.01.31,10:00,113.522,113.962,113.504,113.93,10300,114.47895000000001,0.9952047952920602,0
2017.01.31,11:00,113.926,113.954,113.818,113.834,6796,114.4676166666667,0.994464664460414,0
2017.01.31,12:00,113.833,113.93,113.726,113.782,6392,114.45491666666666,0.9941206836170574,0
2017.01.31,13:00,113.781,113.913,113.501,113.518,7832,114.43980000000002,0.9919451100054351,0
2017.01.31,14:00,113.517,113.54,113.161,113.298,9739,114.41713333333333,0.9902188308627439,0
2017.01.31,15:00,113.299,113.478,113.241,113.286,9870,114.39066666666668,0.9903430349795437,0
2017.01.31,16:00,113.287,113.375,112.284,112.339,15470,114.34823333333333,0.9824288205006521,1
2017.01.31,17:00,112.337,112.688,112.079,112.584,15284,114.30841666666666,0.9849143508680099,1
2017.01.31,18:00,112.581,112.948,112.453,112.706,12471,114.27155,0.9862997395239672,1
2017.01.31,19:00,112.704,113.332,112.657,113.001,8366,114.23755,0.9891756257027572,1
2017.01.31,20:00,113.0,113.026,112.64,112.69,5575,114.19606666666665,0.9868115714435,1
2017.01.31,21:00,112.689,112.817,112.438,112.704,6688,114.15423333333334,0.9872958427297337,1
2017.01.31,22:00,112.703,112.939,112.7,112.89,5941,114.11498333333333,0.9892653593984664,1
2017.01.31,23:00,112.888,112.955,112.781,112.782,3357,114.07838333333332,0.9886360299343887,1
2017.02.01,00:00,112.782,112.923,112.638,112.673,1933,114.03836666666668,0.9880271288814787,1
2017.02.01,01:00,112.675,112.798,112.649,112.773,4376,114.00008333333334,0.9892361189794451,1
2017.02.01,02:00,112.774,113.074,112.745,112.935,9047,113.96248333333332,0.9909840212034693,1
2017.02.01,03:00,112.934,113.128,112.871,113.071,7958,113.92739999999999,0.9924829321129071,1
2017.02.01,04:00,113.07,113.149,112.958,113.045,5845,113.89328333333333,0.9925519459224769,1
2017.02.01,05:00,113.045,113.213,112.972,113.147,5350,113.86141666666666,0.9937255596532921,1
2017.02.01,06:00,113.145,113.275,113.096,113.207,4873,113.82896666666667,0.9945359543806803,1
2017.02.01,07:00,113.205,113.253,113.089,113.138,4121,113.79421666666667,0.9942333038893453,1
2017.02.01,08:00,113.14,113.375,113.112,113.304,5204,113.76366666666667,0.995959459815817,1
2017.02.01,09:00,113.304,113.631,113.203,113.571,7924,113.73908333333334,0.9985222024970893,1
2017.02.01,10:00,113.571,113.626,113.339,113.341,6810,113.70915,0.9967623537771586,1
2017.02.01,11:00,113.34,113.429,113.243,113.342,5486,113.68103333333333,0.9970176789971708,1
2017.02.01,12:00,113.343,113.457,113.287,113.294,4637,113.6546,0.9968272291662633,1
2017.02.01,13:00,113.295,113.366,113.227,113.242,4119,113.63108333333335,0.9965759075605045,1
2017.02.01,14:00,113.241,113.359,113.239,113.33,4518,113.60879999999999,0.9975459647492096,1
2017.02.01,15:00,113.333,113.731,113.269,113.597,11562,113.5954,1.0000140850773886,1
2017.02.01,16:00,113.599,113.829,113.545,113.823,9207,113.58676666666666,1.002079761051977,0
2017.02.01,17:00,113.823,113.952,113.447,113.469,13289,113.57100000000001,0.9991018834033334,0
2017.02.01,18:00,113.472,113.603,113.251,113.3,10304,113.55106666666667,0.9977889536924942,0
2017.02.01,19:00,113.297,113.542,113.263,113.466,5620,113.53248333333336,0.9994144113527564,0
2017.02.01,20:00,113.466,113.542,113.342,113.54,5121,113.51513333333334,1.0002190603661067,0
2017.02.01,21:00,113.533,113.623,112.829,113.024,18215,113.4873,0.9959176048773739,0
2017.02.01,22:00,113.032,113.267,112.994,113.185,6625,113.46026666666668,0.9975738937096333,0
2017.02.01,23:00,113.184,113.287,113.158,113.241,1714,113.43628333333335,0.9982784755671207,0
2017.02.02,00:00,113.248,113.323,113.198,113.274,1233,113.41438333333335,0.9987622087321962,0
2017.02.02,01:00,113.274,113.361,113.181,113.299,4403,113.39131666666667,0.9991858577060354,0
2017.02.02,02:00,113.298,113.298,112.935,112.974,11288,113.36406666666669,0.9965591683666957,0
2017.02.02,03:00,112.974,113.187,112.901,113.061,7028,113.34018333333333,0.9975367665277879,0
2017.02.02,04:00,113.062,113.17,112.965,113.039,5763,113.31953333333333,0.997524404442188,0
2017.02.02,05:00,113.039,113.046,112.631,112.724,9273,113.30069999999999,0.994910004969078,0
2017.02.02,06:00,112.725,112.83,112.65,112.813,5613,113.28325,0.9958489008745777,0
2017.02.02,07:00,112.812,112.812,112.481,112.55,5676,113.26576666666666,0.9936806443135363,0
2017.02.02,08:00,112.552,112.766,112.55,112.766,4333,113.25155,0.9957126414605364,0
2017.02.02,09:00,112.765,112.876,112.628,112.852,7306,113.23785,0.9965925704170471,0
2017.02.02,10:00,112.852,112.944,112.425,112.477,10016,113.21721666666664,0.9934619778823394,0
2017.02.02,11:00,112.478,112.645,112.409,112.454,7575,113.19536666666664,0.9934505564273687,0
2017.02.02,12:00,112.45,112.466,112.24,112.36,7471,113.17243333333332,0.9928212789156843,0
2017.02.02,13:00,112.361,112.516,112.27,112.299,6188,113.14938333333332,0.9924844191962751,0
2017.02.02,14:00,112.301,112.48,112.257,112.423,7799,113.12696666666665,0.993777198422186,0
2017.02.02,15:00,112.423,112.43,112.051,112.249,12264,113.10276666666664,0.9924514077610246,1
2017.02.02,16:00,112.248,112.544,112.177,112.306,13324,113.0826833333333,0.9931317217593442,1
2017.02.02,17:00,112.305,112.484,112.227,112.378,10632,113.06364999999998,0.9939357167400842,1
2017.02.02,18:00,112.376,112.72,112.371,112.475,8869,113.04565,0.9949520392867837,1
2017.02.02,19:00,112.476,112.821,112.452,112.746,6359,113.03338333333333,0.9974575357751979,1
2017.02.02,20:00,112.745,112.795,112.595,112.795,5002,113.0206,0.9980039037131284,1
2017.02.02,21:00,112.8,112.813,112.674,112.674,4990,113.0065,0.9970576913717353,1
2017.02.02,22:00,112.675,112.77,112.657,112.747,3344,112.98678333333334,0.9978777753799227,1
2017.02.02,23:00,112.749,112.844,112.715,112.788,1935,112.96935,0.9983946973227693,1
2017.02.03,00:00,112.786,112.87,112.786,112.857,1537,112.95393333333332,0.999141833042261,1
2017.02.03,01:00,112.857,112.905,112.765,112.804,3438,112.94203333333334,0.9987778391334079,1
2017.02.03,02:00,112.797,112.972,112.719,112.926,6495,112.93583333333332,0.9999129299085765,1
2017.02.03,03:00,112.927,113.135,112.521,112.565,11673,112.92381666666667,0.9968224890261561,1
2017.02.03,04:00,112.565,112.715,112.508,112.652,8213,112.92903333333334,0.9975468369368254,1
2017.02.03,05:00,112.652,113.228,112.609,113.09,8996,112.93746666666668,1.001350599919011,1
2017.02.03,06:00,113.09,113.12,112.911,112.987,5914,112.94215000000001,1.0003971059520294,1
2017.02.03,07:00,112.987,113.12,112.966,113.023,5562,112.94251666666668,1.0007126043912307,1
2017.02.03,08:00,113.022,113.142,112.986,113.093,2861,112.94923333333332,1.001272843227208,1
2017.02.03,09:00,113.093,113.167,113.041,113.117,4124,112.95611666666667,1.0014242994366396,1
2017.02.03,10:00,113.117,113.251,113.07,113.133,6386,112.96016666666667,1.001530037874708,1
2017.02.03,11:00,113.135,113.179,113.05,113.118,4408,112.96576666666668,1.0013476058971256,1
2017.02.03,12:00,113.118,113.187,113.054,113.156,3502,112.97381666666666,1.001612615548529,1
2017.02.03,13:00,113.154,113.188,113.09,113.161,2919,112.98028333333333,1.0015995416309365,0
2017.02.03,14:00,113.161,113.187,113.035,113.078,3878,112.98266666666669,1.0008437872476013,0
2017.02.03,15:00,113.076,113.49,112.577,112.814,15469,112.97838333333335,0.9985450018978554,0
2017.02.03,16:00,112.815,112.866,112.528,112.698,13964,112.97260000000001,0.9975693221188144,0
2017.02.03,17:00,112.69,112.767,112.313,112.389,13195,112.95996666666669,0.9949454069125963,1
2017.02.03,18:00,112.396,112.562,112.351,112.421,7498,112.94686666666668,0.995344123461002,1
2017.02.03,19:00,112.425,112.578,112.397,112.547,4510,112.93701666666668,0.9965466002363262,1
2017.02.03,20:00,112.546,112.989,112.498,112.869,7410,112.92976666666665,0.999461907445129,1
2017.02.03,21:00,112.868,113.077,112.857,112.959,6387,112.91956666666665,1.0003492161234533,0
2017.02.03,22:00,112.96,112.969,112.674,112.693,4311,112.90876666666665,0.9980890175932605,0
2017.02.03,23:00,112.689,112.713,112.497,112.497,2603,112.89468333333335,0.9964773953777863,0
2017.02.06,00:00,112.471,112.617,112.461,112.568,2100,112.88258333333333,0.9972131809527747,0
2017.02.06,01:00,112.567,112.704,112.492,112.647,4512,112.87266666666667,0.998000696950546,0
2017.02.06,02:00,112.649,112.707,112.291,112.313,7896,112.85571666666667,0.9951910573722229,0
2017.02.06,03:00,112.312,112.461,112.225,112.45,8728,112.8366,0.9965738067258318,0
2017.02.06,04:00,112.451,112.483,112.349,112.471,6355,112.81406666666665,0.9969590080669611,0
2017.02.06,05:00,112.472,112.483,112.336,112.388,4227,112.79605,0.9963824087811587,0
2017.02.06,06:00,112.388,112.561,112.359,112.534,3808,112.7832833333333,0.9977897138124935,0
2017.02.06,07:00,112.539,112.602,112.482,112.574,4128,112.76841666666662,0.9982759652710093,0
2017.02.06,08:00,112.577,112.673,112.494,112.632,3484,112.7532833333333,0.9989243476575778,0
2017.02.06,09:00,112.632,112.776,112.629,112.734,6636,112.74844999999999,0.9998718385929031,0
2017.02.06,10:00,112.735,112.754,112.528,112.562,7594,112.73806666666664,0.9984382678196246,0
2017.02.06,11:00,112.561,112.607,112.51,112.553,5362,112.72659999999999,0.9984599908096227,0
2017.02.06,12:00,112.551,112.64,112.526,112.543,4132,112.71441666666666,0.9984791948382824,0
2017.02.06,13:00,112.542,112.549,112.355,112.49,5990,112.70093333333332,0.9981283798891935,0
2017.02.06,14:00,112.49,112.496,112.234,112.244,5731,112.68876666666665,0.9960531410554676,0
2017.02.06,15:00,112.243,112.309,111.99,112.17,12897,112.67391666666666,0.9955276546553589,0
2017.02.06,16:00,112.172,112.458,112.161,112.382,10514,112.66296666666666,0.9975061311185073,0
2017.02.06,17:00,112.38,112.582,112.311,112.362,10385,112.65693333333333,0.9973820223522268,0
2017.02.06,18:00,112.354,112.412,112.256,112.325,7165,112.6488,0.9971255796777241,0
2017.02.06,19:00,112.325,112.343,112.042,112.067,5303,112.64075,0.9949063726937187,0
2017.02.06,20:00,112.069,112.141,111.651,111.808,7973,112.62478333333333,0.9927477477944096,0
2017.02.06,21:00,111.804,111.844,111.623,111.791,5924,112.60709999999999,0.9927526772290558,0
2017.02.06,22:00,111.791,111.866,111.665,111.759,4506,112.59513333333334,0.9925739833634017,0
2017.02.06,23:00,111.756,111.756,111.653,111.724,1918,112.58296666666668,0.9923703674534543,0
2017.02.07,00:00,111.718,111.86,111.717,111.795,2171,112.57355000000001,0.9930840770323046,0
2017.02.07,01:00,111.792,111.845,111.707,111.825,4172,112.56565,0.9934202840742269,0
2017.02.07,02:00,111.825,111.88,111.591,111.714,7729,112.55383333333334,0.9925383853356097,1
2017.02.07,03:00,111.712,111.874,111.702,111.836,6897,112.54695000000001,0.99368308070543,1
2017.02.07,04:00,111.838,111.857,111.751,111.824,5579,112.53891666666667,0.9936473827201997,1
2017.02.07,05:00,111.823,111.959,111.79,111.906,5971,112.53105000000001,0.9944455330328829,1
2017.02.07,06:00,111.908,111.952,111.803,111.947,4493,112.52225,0.9948876777703966,1
2017.02.07,07:00,111.948,111.956,111.787,111.822,4065,112.50685,0.9939128150863703,1
2017.02.07,08:00,111.822,111.916,111.744,111.874,4166,112.4915,0.9945106963637252,1
